,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
108,109,Coby White,CHI,20,65,22,43,25.8,13.2,            4.8,            12.2,39.4,            2.0,            5.8,35.4,1.6,2.0,79.1,            0.4,            3.1,            3.5,            2.7,            1.7,            0.8,            0.1,            1.8,            22.4          ,0,0,-2.5
109,110,Christian Wood,DET,24,62,20,42,21.4,13.1,            4.6,            8.2,56.7,            0.9,            2.3,38.6,2.9,3.9,74.4,            1.7,            4.6,            6.3,            1.0,            1.4,            0.5,            0.9,            1.6,            25.0          ,12,0,1.1
110,111,Ricky Rubio,PHX,29,65,32,33,31.0,13.0,            4.4,            10.6,41.5,            1.2,            3.3,36.1,3.0,3.5,86.3,            0.7,            4.0,            4.7,            8.8,            2.7,            1.4,            0.2,            2.6,            34.0          ,22,2,2.3
111,112,Miles Bridges,CHA,22,65,23,42,30.7,13.0,            4.9,            11.6,42.4,            1.5,            4.6,33.0,1.6,2.0,80.9,            1.4,            4.2,            5.6,            1.8,            1.5,            0.6,            0.7,            2.0,            24.9          ,4,0,-6.1
112,113,Marcus Smart,BOS,26,60,39,21,32.0,12.9,            4.3,            11.4,37.5,            2.3,            6.6,34.7,2.1,2.5,83.6,            0.7,            3.1,            3.8,            4.9,            1.7,            1.7,            0.5,            2.7,            29.5          ,3,0,4.7
113,114,Kyle Kuzma,LAL,24,61,46,15,25.0,12.8,            4.8,            11.0,43.6,            1.4,            4.5,31.6,1.9,2.5,73.5,            0.9,            3.6,            4.5,            1.3,            1.5,            0.5,            0.4,            2.1,            21.3          ,2,0,3.0
114,115,Damion Lee,GSW,27,49,12,37,29.0,12.7,            4.3,            10.4,41.7,            1.7,            4.9,35.6,2.2,2.6,87.3,            0.7,            4.2,            4.9,            2.7,            1.4,            1.0,            0.1,            2.4,            24.7          ,3,0,-2.5
115,116,Jeremy Lamb,IND,28,46,27,19,28.1,12.5,            4.7,            10.4,45.1,            1.2,            3.4,33.5,2.0,2.4,83.6,            0.5,            3.8,            4.3,            2.1,            1.1,            1.2,            0.5,            2.3,            24.8          ,2,0,0.0
116,117,Robert Covington,HOU,29,70,27,43,30.5,12.4,            4.4,            10.3,42.2,            2.3,            6.9,33.5,1.4,1.8,79.8,            0.9,            5.7,            6.6,            1.3,            1.5,            1.6,            1.3,            3.1,            29.7          ,7,0,0.5
117,118,Seth Curry,DAL,29,64,38,26,24.6,12.4,            4.4,            9.0,49.5,            2.3,            5.0,45.2,1.3,1.5,82.5,            0.4,            1.8,            2.3,            1.9,            1.0,            0.6,            0.1,            1.8,            19.3          ,0,0,2.5
118,119,De'Andre Hunter,ATL,22,63,19,44,32.0,12.3,            4.4,            10.8,41.0,            1.7,            4.8,35.5,1.7,2.3,76.4,            0.7,            3.8,            4.5,            1.8,            1.6,            0.7,            0.3,            2.9,            21.8          ,3,0,-4.1
119,120,Darius Garland,CLE,20,59,17,42,30.9,12.3,            4.7,            11.8,40.1,            1.8,            5.0,35.5,1.1,1.2,87.5,            0.5,            1.4,            1.9,            3.9,            2.6,            0.7,            0.1,            1.6,            20.2          ,1,0,-5.0
120,121,Richaun Holmes,SAC,26,44,16,28,28.2,12.3,            5.1,            7.8,64.8,            0.0,            0.0,0.0,2.1,2.7,78.8,            2.9,            5.3,            8.1,            1.0,            1.2,            0.9,            1.3,            3.8,            28.9          ,13,0,0.4
121,122,P.J. Washington,CHA,21,58,22,36,30.3,12.2,            4.6,            10.2,45.5,            1.5,            4.0,37.4,1.5,2.3,64.7,            1.0,            4.4,            5.4,            2.1,            1.6,            0.9,            0.8,            2.7,            25.3          ,4,0,-3.8
122,123,Kevin Huerter,ATL,21,56,19,37,31.4,12.2,            4.5,            10.9,41.3,            2.3,            6.0,38.0,0.9,1.1,82.8,            0.6,            3.4,            4.1,            3.8,            1.6,            0.9,            0.5,            2.5,            25.4          ,2,0,-4.3
123,124,Isaiah Thomas,WAS,31,40,14,26,23.1,12.2,            4.4,            10.7,40.8,            2.0,            4.7,41.3,1.6,1.9,81.6,            0.3,            1.4,            1.7,            3.7,            1.9,            0.3,            0.2,            1.9,            19.2          ,1,0,-5.0
124,125,Markelle Fultz,ORL,22,72,33,39,27.7,12.1,            5.0,            10.7,46.5,            0.5,            1.9,26.7,1.6,2.2,73.0,            0.6,            2.7,            3.3,            5.1,            2.0,            1.3,            0.2,            2.0,            25.9          ,4,1,-0.8
125,126,Myles Turner,IND,24,62,37,25,29.4,12.1,            4.3,            9.5,45.7,            1.4,            4.0,34.4,2.0,2.7,75.1,            1.4,            5.2,            6.6,            1.2,            1.4,            0.7,            2.1,            2.7,            28.9          ,9,0,-0.1
126,127,Taurean Prince,BKN,26,64,30,34,29.0,12.1,            4.3,            11.5,37.6,            2.3,            6.7,33.9,1.1,1.4,79.8,            0.8,            5.2,            6.0,            1.8,            2.0,            0.9,            0.4,            2.5,            23.8          ,8,0,1.1
127,128,Brandon Clarke,MEM,23,58,29,29,22.4,12.1,            5.1,            8.3,61.8,            0.4,            1.1,35.9,1.5,1.9,75.9,            1.6,            4.4,            5.9,            1.4,            0.9,            0.6,            0.8,            1.7,            24.5          ,3,0,-0.3
128,129,Tristan Thompson,CLE,29,57,19,38,30.2,12.0,            5.1,            9.9,51.2,            0.2,            0.4,39.1,1.7,2.8,61.5,            4.0,            6.2,            10.1,            2.1,            1.8,            0.6,            0.9,            2.2,            29.9          ,25,0,-6.6
129,130,Jerami Grant,DEN,26,71,45,26,26.6,12.0,            4.3,            8.9,47.8,            1.4,            3.5,38.9,2.1,2.8,75.0,            0.8,            2.7,            3.5,            1.2,            0.9,            0.7,            0.8,            2.2,            21.7          ,0,0,-1.2
130,131,Brook Lopez,MIL,32,68,53,15,26.7,12.0,            4.3,            9.9,43.5,            1.5,            4.8,31.4,1.9,2.2,83.6,            0.9,            3.7,            4.6,            1.5,            1.0,            0.7,            2.4,            2.4,            27.8          ,4,0,7.7
131,132,Reggie Jackson,LAC,30,31,16,15,24.0,11.9,            4.3,            10.5,41.1,            1.8,            4.7,39.3,1.5,1.7,83.3,            0.5,            2.4,            3.0,            4.1,            1.6,            0.4,            0.2,            1.9,            21.7          ,1,0,3.5
132,133,Otto Porter Jr.,CHI,27,14,5,9,23.6,11.9,            4.4,            10.0,44.3,            1.7,            4.4,38.7,1.4,1.9,70.4,            0.9,            2.5,            3.4,            1.8,            0.8,            1.1,            0.4,            2.2,            22.4          ,0,0,1.9
133,134,Al Horford,PHI,34,67,39,28,30.2,11.9,            4.8,            10.6,45.0,            1.5,            4.2,35.0,0.9,1.2,76.3,            1.5,            5.3,            6.8,            4.0,            1.2,            0.8,            0.9,            2.1,            30.0          ,6,0,1.9
134,135,Jonathan Isaac,ORL,22,34,15,19,28.8,11.9,            4.6,            9.8,47.0,            0.9,            2.8,34.0,1.8,2.3,77.9,            1.7,            5.1,            6.8,            1.4,            1.4,            1.6,            2.3,            2.4,            32.3          ,5,0,0.5
135,136,Lonzo Ball,NOP,22,63,26,37,32.1,11.8,            4.4,            10.9,40.3,            2.3,            6.3,37.5,0.7,1.2,56.6,            1.1,            5.0,            6.1,            7.0,            3.1,            1.4,            0.6,            2.0,            32.5          ,12,3,-0.4
136,137,Glenn Robinson III,PHI,26,62,17,45,28.8,11.7,            4.6,            9.5,48.6,            1.2,            3.2,39.1,1.2,1.4,86.0,            1.3,            3.0,            4.4,            1.5,            0.9,            0.9,            0.3,            1.6,            21.8          ,1,0,-4.8
137,138,Patty Mills,SAS,31,66,28,38,22.5,11.6,            3.9,            9.1,43.1,            2.3,            6.1,38.2,1.5,1.7,86.6,            0.3,            1.3,            1.6,            1.8,            0.8,            0.8,            0.1,            1.6,            18.1          ,0,0,2.0
138,139,Paul Millsap,DEN,35,51,30,21,24.3,11.6,            4.1,            8.6,48.2,            1.1,            2.4,43.5,2.3,2.8,81.6,            1.9,            3.8,            5.7,            1.6,            1.4,            0.9,            0.6,            2.9,            23.9          ,5,0,4.4
139,140,Nemanja Bjelica,SAC,32,72,31,41,27.9,11.5,            4.4,            9.1,48.1,            1.9,            4.4,41.9,1.0,1.2,82.1,            1.5,            4.8,            6.4,            2.8,            1.4,            0.9,            0.6,            3.0,            26.3          ,10,0,0.1
140,141,Jordan McRae,DET,29,37,12,25,21.2,11.5,            4.0,            9.9,40.7,            1.2,            3.4,35.7,2.2,2.9,76.1,            0.5,            2.9,            3.4,            2.5,            1.2,            0.6,            0.4,            2.0,            21.1          ,0,0,-2.0
141,142,Aron Baynes,PHX,33,42,19,23,22.2,11.5,            4.4,            9.1,48.0,            1.4,            4.0,35.1,1.3,1.8,74.7,            1.7,            4.0,            5.6,            1.6,            1.2,            0.2,            0.5,            3.4,            21.8          ,3,0,-1.1
142,143,Justise Winslow,MEM,24,11,7,4,32.0,11.3,            4.5,            11.7,38.8,            0.5,            2.5,22.2,1.6,2.5,66.7,            1.5,            5.2,            6.6,            4.0,            2.2,            0.6,            0.5,            3.5,            26.3          ,1,0,4.7
143,144,Wendell Carter Jr.,CHI,21,43,15,28,29.2,11.3,            4.3,            8.0,53.4,            0.1,            0.7,20.7,2.6,3.5,73.7,            3.2,            6.2,            9.4,            1.2,            1.7,            0.8,            0.8,            3.8,            27.5          ,17,0,-0.7
144,145,Derrick White,SAS,25,68,32,36,24.7,11.3,            3.7,            8.1,45.8,            1.2,            3.2,36.6,2.6,3.1,85.3,            0.5,            2.8,            3.3,            3.5,            1.3,            0.6,            0.9,            2.2,            23.7          ,0,0,0.6
145,146,Bryn Forbes,SAS,26,63,27,36,25.1,11.2,            3.8,            9.2,41.7,            2.3,            6.0,38.8,1.2,1.4,83.3,            0.2,            1.8,            2.0,            1.7,            0.9,            0.5,            0.0,            1.8,            16.9          ,0,0,-3.4
146,147,Malik Beasley,MIN,23,55,30,25,22.0,11.2,            4.1,            9.7,42.5,            1.9,            5.0,38.8,1.0,1.2,81.8,            0.3,            2.4,            2.7,            1.4,            1.0,            0.7,            0.1,            1.4,            18.0          ,1,0,-0.9
147,148,Dion Waiters,LAL,28,10,4,6,20.7,11.1,            4.1,            9.9,41.4,            1.5,            4.7,31.9,1.4,1.7,82.4,            0.2,            2.2,            2.4,            2.0,            1.6,            0.4,            0.6,            2.1,            18.4          ,0,0,2.9
148,149,Jarrett Allen,BKN,22,70,33,37,26.5,11.1,            4.3,            6.6,64.9,            0.0,            0.1,0.0,2.4,3.9,63.3,            3.1,            6.5,            9.6,            1.6,            1.1,            0.6,            1.3,            2.3,            29.5          ,30,0,0.6
149,150,Cody Zeller,CHA,27,58,18,40,23.1,11.1,            4.3,            8.3,52.4,            0.3,            1.3,24.0,2.1,3.1,68.2,            2.8,            4.3,            7.1,            1.5,            1.3,            0.7,            0.4,            2.4,            23.9          ,10,0,-3.8
150,151,Cedi Osman,CLE,25,65,19,46,29.4,11.0,            4.1,            9.4,43.7,            1.9,            4.9,38.3,1.0,1.4,67.0,            0.6,            3.0,            3.6,            2.4,            1.4,            0.8,            0.2,            2.5,            20.7          ,2,0,-5.4
